Symbol,Yahoo_Symbol,Company_Name,Sector,Industry,Last_Updated,Market_Cap,Last_Close,Avg_Volume,ADV,History_Days,Missing_Close,Exchange,Country,Currency,Asset_Class,Metadata_Source,Market_Cap_Category,Liquidity_Category
MANKIND,MANKIND.NS,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,992553254093.2192,2379.60009765625,637997.7976501306,1518179621.5927231,766,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
LLOYDSME,LLOYDSME.NS,Lloyds Metals and Energy Limited,Basic Materials,Steel,2026-06-20,989873974323.3164,1773.0,493847.3866481224,875591416.5271211,719,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,2026-06-20,988377718038.5328,1015.0999755859376,2444646.972558515,2481561082.1603847,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
HEROMOTOCO,HEROMOTOCO.NS,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,2026-06-20,985477748484.126,4948.7998046875,664111.5665859564,3286555191.0112906,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MAZDOCK,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2026-06-20,963271440000.0,2400.0,3748767.917675545,8997043002.421309,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
INDHOTEL,INDHOTEL.NS,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,2026-06-20,954909474731.1866,678.7999877929688,4604701.3849878935,3125671243.920048,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
UNITDSPR,UNITDSPR.NS,UNITED SPIRITS LIMITED,Consumer Defensive,Beverages - Wineries & Distilleries,2026-06-20,923363145467.8192,1266.9000244140625,1249590.5875706214,1583106345.9008029,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BHARATFORG,BHARATFORG.NS,Bharat Forge Limited,Consumer Cyclical,Auto Parts,2026-06-20,921802679687.1144,1941.199951171875,1395366.7156704362,2708685800.32631,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RECLTD,RECLTD.NS,REC Limited,Financial Services,Credit Services,2026-06-20,908725618471.9238,346.8999938964844,9853844.634382566,3418298643.5242176,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ABCAPITAL,ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,2026-06-20,908472086676.0,355.5,4939310.841807909,1755925004.2627118,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
LODHA,LODHA.NS,Lodha Developers Limited,Real Estate,Real Estate - Development,2026-06-20,886037707892.0,893.3499755859375,1332418.0137207424,1190315600.0276885,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
WAAREEENER,WAAREEENER.NS,WAAREE ENERGIES LIMITED,Technology,Solar,2026-06-20,872676634168.4753,3023.60009765625,2203243.74009901,6661727987.723888,404,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SHREECEM,SHREECEM.NS,Shree Cement Limited,Basic Materials,Building Materials,2026-06-20,866659566960.0,24260.0,41036.70863599677,995550551.5092818,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ASHOKLEY,ASHOKLEY.NS,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,2026-06-20,862105657692.8541,150.52000427246094,24519370.28329298,3690655719.799311,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AUROPHARMA,AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,848394706177.5,1472.9000244140625,1769743.945072698,2606655899.9042163,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ICICIGI,ICICIGI.NS,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,2026-06-20,836753988637.0,1690.199951171875,709214.387409201,1198714122.9694228,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NTPCGREEN,NTPCGREEN.NS,NTPC GREEN ENERGY LIMITED,Utilities,Utilities - Renewable,2026-06-20,825021968749.9309,98.2300033569336,11670594.614583334,1146402548.167932,384,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
OFSS,OFSS.NS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,2026-06-20,810394774332.0,9290.0,169180.28974979822,1571684891.7756257,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
HINDPETRO,HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,2026-06-20,806231938704.102,384.5,7320739.857142857,2814824475.071429,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SRF,SRF.NS,SRF Limited,Industrials,Conglomerates,2026-06-20,805157297364.0991,2729.199951171875,675738.6101694915,1844225781.8795269,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
IDBI,IDBI.NS,IDBI Bank Limited,Financial Services,Banks - Regional,2026-06-20,801161509028.8591,74.95999908447266,12865169.037126714,964373059.2446043,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NMDC,NMDC.NS,NMDC Limited,Basic Materials,Steel,2026-06-20,796538656614.7511,90.83000183105467,36466066.847457625,3312212918.5259385,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ATGL,ATGL.NS,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,2026-06-20,794612784967.5,724.0999755859375,1739399.594834544,1259499204.153883,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FEDERALBNK,FEDERALBNK.NS,The Federal Bank Limited,Financial Services,Banks - Regional,2026-06-20,778449810214.7582,315.95001220703125,13005930.288942697,4109223833.5552425,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NYKAA,NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,2026-06-20,771227796787.0096,271.0,8173725.963028169,2215079735.9806337,1136,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,755809166617.0,1392.199951171875,2257084.5956416465,3142313063.8430915,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SAIL,SAIL.NS,Steel Authority of India Limited,Basic Materials,Steel,2026-06-20,754275225545.3625,183.8999938964844,27299799.94511703,5020433043.282267,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PERSISTENT,PERSISTENT.NS,Persistent Systems Limited,Technology,Information Technology Services,2026-06-20,753267978646.0,4825.0,639379.020984665,3085003776.2510085,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SUZLON,SUZLON.NS,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,2026-06-20,753120135329.2986,55.11000061035156,86285960.59967716,4755219341.312979,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FORTIS,FORTIS.NS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,2026-06-20,750994617723.0,993.75,1831317.4205004035,1819871686.622276,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
DABUR,DABUR.NS,Dabur India Limited,Consumer Defensive,Household & Personal Products,2026-06-20,748696583700.7078,425.0,2236639.0694108154,950571604.4995964,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NHPC,NHPC.NS,NHPC Limited,Utilities,Utilities - Renewable,2026-06-20,738209586360.9406,73.5,26399912.460048422,1940393565.8135595,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BHARTIHEXA,BHARTIHEXA.NS,BHARTI HEXACOM LIMITED,Communication Services,Telecom Services,2026-06-20,734900024414.0625,1469.0,595465.7750929368,874739223.6115242,538,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AUBANK,AUBANK.NS,AU Small Finance Bank Limited,Financial Services,Banks - Regional,2026-06-20,726431885617.5391,1003.4500122070312,2641534.8676351896,2650648195.1738296,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
HAVELLS,HAVELLS.NS,Havells India Limited,Industrials,Electrical Equipment & Parts,2026-06-20,718648133251.6245,1150.5,1006527.6844229216,1158010100.9285717,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MCX,MCX.NS,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,2026-06-20,717933357499.4458,2841.60009765625,3075382.89346247,8739008330.393314,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
YESBANK,YESBANK.NS,Yes Bank Limited,Financial Services,Banks - Regional,2026-06-20,717486360231.2977,22.96999931335449,142209229.86521387,3266545912.3566337,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
INDUSINDBK,INDUSINDBK.NS,IndusInd Bank Limited,Financial Services,Banks - Regional,2026-06-20,704141224620.0,915.2000122070312,4503521.375302663,4121622817.6516232,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TORNTPOWER,TORNTPOWER.NS,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,2026-06-20,703902871519.0326,1393.699951171875,783499.5044390637,1091963221.0799117,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BAJAJHFL,BAJAJHFL.NS,BAJAJ HOUSING FINANCE LTD,Financial Services,Mortgage Finance,2026-06-20,697775292695.8562,84.18000030517578,13364970.217090068,1125063196.9533072,433,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
POLICYBZR,POLICYBZR.NS,PB Fintech Limited,Financial Services,Insurance Brokers,2026-06-20,696389682853.7554,1525.300048828125,1778034.2650176678,2712035751.249528,1132,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
DIXON,DIXON.NS,Dixon Technologies (India) Limited,Technology,Consumer Electronics,2026-06-20,695999269171.0,11496.0,448253.1299435028,5153117981.830508,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NATIONALUM,NATIONALUM.NS,National Aluminium Company Limited,Basic Materials,Aluminum,2026-06-20,692685667257.1392,376.2000122070313,18307170.75221953,6887157860.461193,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Asset Management,2026-06-20,684325224097.5378,1076.199951171875,899549.7271993543,968095372.4886186,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
LTF,LTF.NS,L&T Finance Limited,Financial Services,Credit Services,2026-06-20,684003192327.0,274.3500061035156,7906800.280064568,2169230705.094993,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
OIL,OIL.NS,Oil India Limited,Energy,Oil & Gas Integrated,2026-06-20,680410019119.2478,417.3999938964844,4302710.519774011,1795951344.6920114,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BIOCON,BIOCON.NS,Biocon Limited,Healthcare,Biotechnology,2026-06-20,678087757681.8772,418.75,3930141.379338176,1645746702.5978613,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ICICIPRULI,ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,2026-06-20,676504752871.1039,469.5,1610282.212267958,756027498.6598064,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PAYTM,PAYTM.NS,One97 Communications Limited,Technology,Software - Infrastructure,2026-06-20,674402903452.7446,1071.199951171875,5490866.684070797,5881816123.867912,1130,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MAHABANK,MAHABANK.NS,Bank of Maharashtra,Financial Services,Banks - Regional,2026-06-20,659473904982.0659,86.30000305175781,19842695.58676352,1712424689.6927931,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GICRE,GICRE.NS,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,2026-06-20,654391200000.0,375.75,1489164.2913640032,559553482.4800242,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BANKINDIA,BANKINDIA.NS,Bank of India Limited,Financial Services,Banks - Regional,2026-06-20,653489914919.6326,144.64999389648438,11044635.80064568,1597606501.1522906,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
IDFCFIRSTB,IDFCFIRSTB.NS,IDFC First Bank Limited,Financial Services,Banks - Regional,2026-06-20,643494062943.7166,75.0,33691522.72316384,2526864204.2372885,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SWIGGY,SWIGGY.NS,SWIGGY LIMITED,Consumer Cyclical,Internet Retail,2026-06-20,643304614157.7954,247.6000061035156,13631316.556122448,3375114062.494872,392,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ALKEM,ALKEM.NS,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,633634717500.0,5305.0,168889.6954765751,895959834.5032309,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
IOB,IOB.NS,Indian Overseas Bank,Financial Services,Banks - Regional,2026-06-20,633349226604.2604,33.02000045776367,17785942.507667474,587291829.7449384,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NAUKRI,NAUKRI.NS,Info Edge (India) Limited,Communication Services,Internet Content & Information,2026-06-20,627560400992.3977,970.0,1757916.5778853914,1705179080.5488298,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PHOENIXLTD,PHOENIXLTD.NS,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,2026-06-20,623331592608.9569,1751.0,653171.0735650768,1143702549.8124497,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SCHAEFFLER,SCHAEFFLER.NS,Schaeffler India Limited,Consumer Cyclical,Auto Parts,2026-06-20,620275468763.9697,4047.0,109467.69652945924,443015767.8547216,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
APARINDS,APARINDS.NS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,2026-06-20,612255341400.0,15300.0,150414.89265536724,2301347857.6271186,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
JSWINFRA,JSWINFRA.NS,JSW Infrastructure Limited,Industrials,Marine Shipping,2026-06-20,610848160994.9846,289.8999938964844,3315925.869369369,961286889.2913748,666,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,610372102227.4272,2168.5,1061844.0984665053,2302608927.5246167,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
COFORGE,COFORGE.NS,Coforge Limited,Technology,Information Technology Services,2026-06-20,607345361112.0,1366.300048828125,2444346.85794996,3339711231.369904,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BERGEPAINT,BERGEPAINT.NS,Berger Paints India Limited,Basic Materials,Specialty Chemicals,2026-06-20,605155459428.0,512.5999755859375,970559.1985472156,497508621.4800097,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
UNOMINDA,UNOMINDA.NS,Uno Minda Limited,Consumer Cyclical,Auto Parts,2026-06-20,601258826690.5591,1039.9000244140625,747294.408393866,777111473.5332737,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TIINDIA,TIINDIA.NS,Tube Investments of India Limited,Industrials,Conglomerates,2026-06-20,599636596190.5327,3099.39990234375,303355.9168684423,940221299.1174488,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FACT,FACT.NS,The Fertilisers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,2026-06-20,586117786150.3722,905.9000244140624,1053221.0250201777,954112952.2791828,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PRESTIGE,PRESTIGE.NS,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,2026-06-20,583208734128.0,1372.5,921788.9402744148,1265155320.5266345,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
OBEROIRLTY,OBEROIRLTY.NS,Oberoi Realty Limited,Real Estate,Real Estate - Development,2026-06-20,583181636801.3077,1611.199951171875,831787.430533118,1340175867.460339,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
LINDEINDIA,LINDEINDIA.NS,Linde India Limited,Basic Materials,Specialty Chemicals,2026-06-20,581595758748.5,6841.5,92688.14862681743,634125968.8303716,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
JSL,JSL.NS,Jindal Stainless Limited,Basic Materials,Steel,2026-06-20,570997228032.0,694.5999755859375,1420368.7610976594,986588106.7814624,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
COLPAL,COLPAL.NS,Colgate-Palmolive (India) Limited,Consumer Defensive,Household & Personal Products,2026-06-20,559800818618.2515,2075.89990234375,434391.9031476998,901754109.3232256,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ABBOTINDIA,ABBOTINDIA.NS,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,559281628640.0,26330.0,14061.154156577886,370230188.9426957,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TATACOMM,TATACOMM.NS,Tata Communications Limited,Communication Services,Telecom Services,2026-06-20,558571506958.0078,1964.0,616412.0871670702,1210633339.196126,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
VMM,VMM.NS,VISHAL MEGA MART LIMITED,Consumer Cyclical,Department Stores,2026-06-20,554197247503.8754,119.16000366210938,22703227.7398374,2705316700.6207275,369,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
COROMANDEL,COROMANDEL.NS,Coromandel International Limited,Basic Materials,Agricultural Inputs,2026-06-20,552884617928.4154,1904.9000244140625,485687.2179176756,925185593.2689782,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SBICARD,SBICARD.NS,SBI Cards and Payment Services Limited,Financial Services,Credit Services,2026-06-20,549316464961.5,583.5,1577708.3930589184,920592847.3498788,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MFSL,MFSL.NS,Max Financial Services Limited,Financial Services,Insurance - Life,2026-06-20,536326224037.4729,1568.4000244140625,897392.8934624697,1407471036.0155437,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,2026-06-20,529106929469.5442,887.6500244140625,951320.966101695,844440078.7857791,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MRF,MRF.NS,MRF Limited,Consumer Cyclical,Auto Parts,2026-06-20,525414000555.0,124870.0,9058.791599353795,1131171307.011309,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
THERMAX,THERMAX.NS,Thermax Limited,Industrials,Conglomerates,2026-06-20,524683736918.3936,4650.7001953125,131403.76494345718,611119515.2873342,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
UPL,UPL.NS,UPL Limited,Basic Materials,Agricultural Inputs,2026-06-20,509875417440.0102,607.5,2682549.8918482647,1629649059.2978208,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
